story_id	example_id	conclusion	premises	premises-FOL	label	source
180	521	The project Sam is doing is written in C++.	['Sam is doing a project.', 'A project is written either in C++ or in Python.', 'If Sam does a project written in Python, he will not use a Mac.', 'Sam is using a Mac.', 'If Sam uses a Mac, he will play a song.', 'If a song is not "Perfect", Sam will never play it.']	['∃x (Project(x) ∧ Do(sam, x))', ' ∀x (Project(x) → (WrittenIn(x, python) ⊕ WrittenIn(x, c++)))', ' ∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))', ' Use(sam, mac)', ' Use(sam, mac) → ∃x (Song(x) ∧ Play(sam, x))', ' ∀x (¬Be(x, perfect) → ¬Play(sam, x))']	True	wiki
180	522	The song Sam is playing is "Perfect".	['Sam is doing a project.', 'A project is written either in C++ or in Python.', 'If Sam does a project written in Python, he will not use a Mac.', 'Sam is using a Mac.', 'If Sam uses a Mac, he will play a song.', 'If a song is not "Perfect", Sam will never play it.']	['∃x (Project(x) ∧ Do(sam, x))', ' ∀x (Project(x) → (WrittenIn(x, python) ⊕ WrittenIn(x, c++)))', ' ∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))', ' Use(sam, mac)', ' Use(sam, mac) → ∃x (Song(x) ∧ Play(sam, x))', ' ∀x (¬Be(x, perfect) → ¬Play(sam, x))']	True	wiki
180	523	If a song is "Perfect", Sam will play it.	['Sam is doing a project.', 'A project is written either in C++ or in Python.', 'If Sam does a project written in Python, he will not use a Mac.', 'Sam is using a Mac.', 'If Sam uses a Mac, he will play a song.', 'If a song is not "Perfect", Sam will never play it.']	['∃x (Project(x) ∧ Do(sam, x))', ' ∀x (Project(x) → (WrittenIn(x, python) ⊕ WrittenIn(x, c++)))', ' ∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))', ' Use(sam, mac)', ' Use(sam, mac) → ∃x (Song(x) ∧ Play(sam, x))', ' ∀x (¬Be(x, perfect) → ¬Play(sam, x))']	Unknown	wiki
254	703	Some pets do not have fur.	['All rabbits have fur', 'Some pets are rabbits.']	['∀x (Rabbit(x) → HasFur(x))', '∃x (Pet(x) ∧ Reptile(x))']	Unknown	wiki
477	1390	Tiktok is a program.	['All video applications are software.', 'All YouTube-related applications are video applications. ', 'An APP is either related to YouTube or Instagram.', 'All Instagram is entertainment. ', 'All software is programmed. ', 'All entertainments are interesting.', 'If something is interesting, then it is good.', 'TikTok is not good.']	['∀x (App(x) → Software(x))', '∀x (Youtube(x) → App(x))', '∀x (Youtube(x) ∨ Instagram(x))', '∀x (Instagram(x) → Entertainment(x))', '∀x (Software(x) → Program(x))', '∀x (Entertainment(x) → Interesting(x))', '∀x (Interesting(x) → Good(x))', '¬Good(tiktok)']	True	hyb
477	1391	Tiktok is either good or a program.	['All video applications are software.', 'All YouTube-related applications are video applications. ', 'An APP is either related to YouTube or Instagram.', 'All Instagram is entertainment. ', 'All software is programmed. ', 'All entertainments are interesting.', 'If something is interesting, then it is good.', 'TikTok is not good.']	['∀x (App(x) → Software(x))', '∀x (Youtube(x) → App(x))', '∀x (Youtube(x) ∨ Instagram(x))', '∀x (Instagram(x) → Entertainment(x))', '∀x (Software(x) → Program(x))', '∀x (Entertainment(x) → Interesting(x))', '∀x (Interesting(x) → Good(x))', '¬Good(tiktok)']	True	hyb
477	1392	Tiktok is not both related to youtube and a program.	['All video applications are software.', 'All YouTube-related applications are video applications. ', 'An APP is either related to YouTube or Instagram.', 'All Instagram is entertainment. ', 'All software is programmed. ', 'All entertainments are interesting.', 'If something is interesting, then it is good.', 'TikTok is not good.']	['∀x (App(x) → Software(x))', '∀x (Youtube(x) → App(x))', '∀x (Youtube(x) ∨ Instagram(x))', '∀x (Instagram(x) → Entertainment(x))', '∀x (Software(x) → Program(x))', '∀x (Entertainment(x) → Interesting(x))', '∀x (Interesting(x) → Good(x))', '¬Good(tiktok)']	False	hyb
477	1393	Tiktok is either related to youtube or a program.	['All video applications are software.', 'All YouTube-related applications are video applications. ', 'An APP is either related to YouTube or Instagram.', 'All Instagram is entertainment. ', 'All software is programmed. ', 'All entertainments are interesting.', 'If something is interesting, then it is good.', 'TikTok is not good.']	['∀x (App(x) → Software(x))', '∀x (Youtube(x) → App(x))', '∀x (Youtube(x) ∨ Instagram(x))', '∀x (Instagram(x) → Entertainment(x))', '∀x (Software(x) → Program(x))', '∀x (Entertainment(x) → Interesting(x))', '∀x (Interesting(x) → Good(x))', '¬Good(tiktok)']	False	hyb
104	317	There are no unincorporated communities along Kentucky Route 32.	['Ordinary is an unincorporated community.', 'Located within Elliot County, Ordinary is on Kentucky Route 32.', 'Ordinary is located northwest of Sandy Hook.']	['UnincorporatedCommunity(ordinary)', 'In(ordinary, elliotcounty) ∧ On(ordinary, kentuckyroute32)', 'NorthwestOf(ordinary, sandyhook)']	False	wiki
104	318	There is an unincorporated community in Elliot County.	['Ordinary is an unincorporated community.', 'Located within Elliot County, Ordinary is on Kentucky Route 32.', 'Ordinary is located northwest of Sandy Hook.']	['UnincorporatedCommunity(ordinary)', 'In(ordinary, elliotcounty) ∧ On(ordinary, kentuckyroute32)', 'NorthwestOf(ordinary, sandyhook)']	True	wiki
348	926	Susan is a college student.	['All young adults go on a diet.', 'All college students are young adults.', 'All Yale students are college students.', 'Someone is either a Yale student or a Harvard student.', 'All Harvard students are diligent.', 'If Susan is a Harvard student, then she is a young adult.', 'If Susan is a Yale student, then she does not go on a diet.']	['∀x (YoungAdult(x) → GoOnDiet(x))', '∀x (CollegeStudent(x) → YoungAdult(x))', '∀x (YaleStudent(x) → CollegeStudent(x))', '∀x (YaleStudent(x) ∨ HarvardStudent(x))', '∀x (HarvardStudent(x) → Diligent(x))', 'HarvardStudent(susan) → YoungAdult(susan)', 'YaleStudent(susan) → ¬GoOnDiet(susan)']	Unknown	hyb
348	927	Susan goes on a diet and is diligent.	['All young adults go on a diet.', 'All college students are young adults.', 'All Yale students are college students.', 'Someone is either a Yale student or a Harvard student.', 'All Harvard students are diligent.', 'If Susan is a Harvard student, then she is a young adult.', 'If Susan is a Yale student, then she does not go on a diet.']	['∀x (YoungAdult(x) → GoOnDiet(x))', '∀x (CollegeStudent(x) → YoungAdult(x))', '∀x (YaleStudent(x) → CollegeStudent(x))', '∀x (YaleStudent(x) ∨ HarvardStudent(x))', '∀x (HarvardStudent(x) → Diligent(x))', 'HarvardStudent(susan) → YoungAdult(susan)', 'YaleStudent(susan) → ¬GoOnDiet(susan)']	True	hyb
348	928	Susan does not go on a diet and is diligent.	['All young adults go on a diet.', 'All college students are young adults.', 'All Yale students are college students.', 'Someone is either a Yale student or a Harvard student.', 'All Harvard students are diligent.', 'If Susan is a Harvard student, then she is a young adult.', 'If Susan is a Yale student, then she does not go on a diet.']	['∀x (YoungAdult(x) → GoOnDiet(x))', '∀x (CollegeStudent(x) → YoungAdult(x))', '∀x (YaleStudent(x) → CollegeStudent(x))', '∀x (YaleStudent(x) ∨ HarvardStudent(x))', '∀x (HarvardStudent(x) → Diligent(x))', 'HarvardStudent(susan) → YoungAdult(susan)', 'YaleStudent(susan) → ¬GoOnDiet(susan)']	False	hyb
147	432	Inside Out was a punk band.	['Vic DiCara plays guitar and bass.', 'The only style of music Vic DiCara plays is punk music.', 'Vic DiCara played in the band Inside Out.']	['Play(vicdicara, guitar) ∧ Play(vicdicara, bass)', '¬(∃x (Music (vicdicara, punk) ∧ Music (vicdicara, x)))', 'Band(vicdicara, insideOut)']	Unknown	wiki
147	433	A musician of Inside Out plays bass.	['Vic DiCara plays guitar and bass.', 'The only style of music Vic DiCara plays is punk music.', 'Vic DiCara played in the band Inside Out.']	['Play(vicdicara, guitar) ∧ Play(vicdicara, bass)', '¬(∃x (Music (vicdicara, punk) ∧ Music (vicdicara, x)))', 'Band(vicdicara, insideOut)']	True	wiki
346	918	Amy is an athlete.	['All athletes are good at sports.', 'All Olympic gold medal winners are good athletes.', 'No scientists are good at sports.', 'All Nobel laureates are scientists.', 'Amy is good at sports or Amy is an Olympic gold medal winner.', 'If Amy is not a Nobel laureate, then Amy is not an Olympic gold medal winner.']	['∀x (Athlete(x) → GoodAtSports(x))', '∀x (OlympicGoldMedalWinner(x) → Athlete(x))', '∀x (Scientist(x) → ¬GoodAtSports(x))', '∀x (NobelLaureate(x) → Scientist(x))', 'GoodAtSports(amy) ∨ OlympicGoldMedalWinner(amy)', '¬NobelLaureate(amy) → ¬OlympicGoldMedalWinner(amy)']	Unknown	hyb
346	919	Amy is neither a scientist nor an Olympic gold medal winner.	['All athletes are good at sports.', 'All Olympic gold medal winners are good athletes.', 'No scientists are good at sports.', 'All Nobel laureates are scientists.', 'Amy is good at sports or Amy is an Olympic gold medal winner.', 'If Amy is not a Nobel laureate, then Amy is not an Olympic gold medal winner.']	['∀x (Athlete(x) → GoodAtSports(x))', '∀x (OlympicGoldMedalWinner(x) → Athlete(x))', '∀x (Scientist(x) → ¬GoodAtSports(x))', '∀x (NobelLaureate(x) → Scientist(x))', 'GoodAtSports(amy) ∨ OlympicGoldMedalWinner(amy)', '¬NobelLaureate(amy) → ¬OlympicGoldMedalWinner(amy)']	True	hyb
346	920	If Amy is not an Olympic gold medal winner, then Amy is a Nobel laureate.	['All athletes are good at sports.', 'All Olympic gold medal winners are good athletes.', 'No scientists are good at sports.', 'All Nobel laureates are scientists.', 'Amy is good at sports or Amy is an Olympic gold medal winner.', 'If Amy is not a Nobel laureate, then Amy is not an Olympic gold medal winner.']	['∀x (Athlete(x) → GoodAtSports(x))', '∀x (OlympicGoldMedalWinner(x) → Athlete(x))', '∀x (Scientist(x) → ¬GoodAtSports(x))', '∀x (NobelLaureate(x) → Scientist(x))', 'GoodAtSports(amy) ∨ OlympicGoldMedalWinner(amy)', '¬NobelLaureate(amy) → ¬OlympicGoldMedalWinner(amy)']	False	hyb
409	1147	K is an apple.	['All fruits with the color red contain a large amount of vitamin C.', 'All apples are fruits with the color red.', 'All fruits containing a large amount of vitamin C are beneficial to people. ', 'No fruits that are beneficial to people are on a warning list.', 'If K is not beneficial to people and also not an apple, then it is a fruit with the color red.']	['∀x (RedFruit(x) → VC(x))', '∀x (Apple(x) → RedFruit(x))', '∀x (VC(x) → Benefit(x))', '∀x (Benefit(x) → ¬WarningList(x))', '¬(Benefit(k) ∧ Apple(k)) → RedFruit(k)']	Unknown	hyb
409	1148	K either contains a large amount of vitamin C or is on a warning list.	['All fruits with the color red contain a large amount of vitamin C.', 'All apples are fruits with the color red.', 'All fruits containing a large amount of vitamin C are beneficial to people. ', 'No fruits that are beneficial to people are on a warning list.', 'If K is not beneficial to people and also not an apple, then it is a fruit with the color red.']	['∀x (RedFruit(x) → VC(x))', '∀x (Apple(x) → RedFruit(x))', '∀x (VC(x) → Benefit(x))', '∀x (Benefit(x) → ¬WarningList(x))', '¬(Benefit(k) ∧ Apple(k)) → RedFruit(k)']	True	hyb
409	1149	K is either on a warning list or with the color red.	['All fruits with the color red contain a large amount of vitamin C.', 'All apples are fruits with the color red.', 'All fruits containing a large amount of vitamin C are beneficial to people. ', 'No fruits that are beneficial to people are on a warning list.', 'If K is not beneficial to people and also not an apple, then it is a fruit with the color red.']	['∀x (RedFruit(x) → VC(x))', '∀x (Apple(x) → RedFruit(x))', '∀x (VC(x) → Benefit(x))', '∀x (Benefit(x) → ¬WarningList(x))', '¬(Benefit(k) ∧ Apple(k)) → RedFruit(k)']	True	hyb
409	1150	If K is either beneficial to people or on a warning list, then it is not red.	['All fruits with the color red contain a large amount of vitamin C.', 'All apples are fruits with the color red.', 'All fruits containing a large amount of vitamin C are beneficial to people. ', 'No fruits that are beneficial to people are on a warning list.', 'If K is not beneficial to people and also not an apple, then it is a fruit with the color red.']	['∀x (RedFruit(x) → VC(x))', '∀x (Apple(x) → RedFruit(x))', '∀x (VC(x) → Benefit(x))', '∀x (Benefit(x) → ¬WarningList(x))', '¬(Benefit(k) ∧ Apple(k)) → RedFruit(k)']	False	hyb
409	1151	If K is either on a warning list or with the color red, then it is not beneficial to people and does not contain a large amount of vitamin C.	['All fruits with the color red contain a large amount of vitamin C.', 'All apples are fruits with the color red.', 'All fruits containing a large amount of vitamin C are beneficial to people. ', 'No fruits that are beneficial to people are on a warning list.', 'If K is not beneficial to people and also not an apple, then it is a fruit with the color red.']	['∀x (RedFruit(x) → VC(x))', '∀x (Apple(x) → RedFruit(x))', '∀x (VC(x) → Benefit(x))', '∀x (Benefit(x) → ¬WarningList(x))', '¬(Benefit(k) ∧ Apple(k)) → RedFruit(k)']	False	hyb
425	1207	James has a high income.	['Everyone working at Meta has a high income. ', 'If a person has a high income, then he/she will not take a bus to their destination.', 'People will either take a bus or drive to their destination. ', 'Everyone who has a car will choose to drive to their destination. ', 'No students drive to their destination. ', 'James has a car or works at Meta.']	['∀x (Meta(x) → HighIncome(x))', '∀x (HighIncome(x) → ¬Bus(x))', '∀x (Bus(x) ∨ Drive(x))', '∀x (HaveCars(x) → Drive(x))', '∀x (Student(x) → ¬Drive(x))', 'HaveCars(james) ∨ Meta(james)']	Unknown	hyb
425	1208	James does not have a high income.	['Everyone working at Meta has a high income. ', 'If a person has a high income, then he/she will not take a bus to their destination.', 'People will either take a bus or drive to their destination. ', 'Everyone who has a car will choose to drive to their destination. ', 'No students drive to their destination. ', 'James has a car or works at Meta.']	['∀x (Meta(x) → HighIncome(x))', '∀x (HighIncome(x) → ¬Bus(x))', '∀x (Bus(x) ∨ Drive(x))', '∀x (HaveCars(x) → Drive(x))', '∀x (Student(x) → ¬Drive(x))', 'HaveCars(james) ∨ Meta(james)']	Unknown	hyb
